FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Aboubakar,Kamara,MID,FUL,4800000,0,8,0.421052631578947,8.7719298245614E-08,1.66666666666667E-06,0,11602,1,9,0,0,0,0,0,1.7,53,-2,0,8,2,0.2,0,0.8,0,0,0,0,0,0,4989,0,-1,0,0,307,14,0,1,14,West Brom,Leicester,West Ham,Everton,Sheffield United,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,13.2
Harry,Kane,FWD,TOT,11300000,1,143,7.5,6.63716814159292E-07,1.26548672566372E-05,0,2586066,1,17,0,0,0,12,0,12.7,440489,8,-1,143,-8,0.7,0,7.5,26,0,6,0,11,43.2,4475336,0,-1,0,6,1654,89324,1,0,512,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,8.7,9.8,9.4,10.1,10.5,9.9,10.2,8.9,11,0,9.6,11,9.9,8.7,10.9,192.4
N'Golo,Kante,MID,CHE,4900000,0,38,2.2,4.48979591836735E-07,7.75510204081633E-06,0,392891,5,21,0,0,0,0,0,7.8,2922,-1,0,38,1,0,0,0.2,0,0,6,0,1,2.5,206988,0,-1,0,0,1478,343,0,0,245,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,2,1.4,2.2,1.9,1.3,1.1,1.5,1.6,1.1,1.8,1.1,1.6,1.3,1.7,1.1,1.3,1.2,1.2,52.9
Moise,Kean,FWD,EVE,5700000,0,2,1,1.75438596491228E-07,3.50877192982456E-07,0,35840,0,0,0,0,0,0,0,0.4,34,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,8011,0,-1,0,0,13,0,0,0,1,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
Michael,Keane,DEF,EVE,5100000,2,67,3.9,7.64705882352941E-07,1.31372549019608E-05,0,533071,0,21,0,0,0,3,0,13.1,8242,1,0,67,-1,0.8,0,4.3,6,0,4,0,0,5.3,732417,0,-1,0,2,1505,14553,0,0,326,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,3.5,4.4,5.5,4.7,5.2,3.7,4,3.8,5.3,4.7,4.6,3.3,5.3,4.4,5.1,3.9,5.1,5.2,63.3
Neeskens,Kebano,MID,FUL,4700000,0,6,0.315789473684211,6.71892497200448E-08,1.27659574468085E-06,0,12047,0,3,0,0,0,0,0,1.3,40,-3,0,6,3,0,0,0,0,0,0,0,0,0,3028,0,-1,0,0,116,5,0,0,13,West Brom,Leicester,West Ham,Everton,Sheffield United,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,5.9
Naby,Keita,MID,LIV,5200000,0,12,0.6,1.15384615384615E-07,2.30769230769231E-06,0,80219,0,7,0,0,0,0,0,2.3,92,-3,0,12,3,0,0,0,0,0,2,0,0,0.2,16505,0,-1,0,0,394,6,0,0,60,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,21
Caoimhin,Kelleher,GLK,LIV,4500000,0,7,0.35,7.77777777777778E-08,1.55555555555556E-06,0,26993,0,0,0,3,0,0,0,1.6,222,0,0,7,0,0,0,0,0,0,1,0,0,0.1,30333,0,-1,0,1,90,37,0,0,26,West Ham,Brighton,Man City,Leicester,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8
Martin,Kelly,DEF,CRY,4100000,0,0,0,0,0,0,77854,0,0,0,0,0,0,0,0,215,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,9503,0,-1,0,0,0,37,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonjoe,Kenny,DEF,EVE,4300000,0,5,0.277777777777778,6.45994832041344E-08,1.16279069767442E-06,0,18472,0,1,0,0,0,0,0,1.2,117,-2,0,5,2,0,0,0,0,0,0,0,0,0.1,7863,0,-1,0,0,78,82,0,0,19,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Reda,Khadra,MID,BHA,4500000,0,1,0.05,1.11111111111111E-08,2.22222222222222E-07,0,71,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,129,0,-1,0,0,4,10,0,0,3,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Max,Kilman,DEF,WOL,4000000,6,43,2.15,5.375E-07,1.075E-05,0,1062734,1,7,0,0,0,0,0,10.8,17022,0,0,43,0,0.4,0,1.8,6,0,4,0,1,7.9,1460119,0,-1,0,1,848,12438,0,0,174,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,1.7,2,1.7,1.1,1.4,1.3,1.9,2.4,2.5,2.2,2,1.8,1.8,2,1.7,1.6,1.5,2,22.8
Cedric,Kipre,DEF,WBA,4300000,0,0,0,0,0,0,4378,0,0,0,0,0,0,0,0,46,-2,0,0,2,0,0,0,0,0,0,0,0,0,1154,0,-1,0,0,0,24,0,0,0,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Klich,MID,LEE,5400000,1,69,3.6,6.66666666666667E-07,1.27777777777778E-05,0,964281,4,32,0,0,0,3,0,12.8,24947,-1,0,69,1,0.3,0,1.7,3,0,5,0,5,3.9,1062886,0,-1,0,0,1525,273,0,0,299,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,3.4,2.9,3,3.6,3.5,2.4,3.4,3.1,3.8,4.5,2.5,2.4,2.2,4,2.4,4.2,3.3,3.4,109.4
Anthony,Knockaert,MID,FUL,5000000,0,0,0,0,0,0,12533,0,0,0,0,0,0,0,0,11,-5,0,0,5,0,0,0,0,0,0,0,0,0,1026,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin,Koch,DEF,LEE,4300000,0,32,1.68421052631579,3.91676866585067E-07,7.44186046511628E-06,0,80174,0,17,0,0,0,0,0,7.4,312,-2,0,32,2,0,0,0,2,0,4,0,0,0.3,52729,0,-1,0,1,908,33,0,0,180,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,1.5,0.9,1.6,1,2,1.4,1.2,1.3,0.8,1.2,0.9,1.2,31.4
Sead,Kolasinac,DEF,ARS,4800000,0,2,2,4.16666666666667E-07,4.16666666666667E-07,0,20861,0,1,0,0,0,0,0,0.4,78,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,5329,0,-1,0,0,90,0,0,0,9,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Terence,Kongolo,DEF,FUL,4300000,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0,692,0,-1,0,0,0,20,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Konsa,DEF,AVL,4700000,1,63,3.9,8.29787234042553E-07,1.34042553191489E-05,0,773624,1,21,0,0,0,2,0,13.4,12635,2,0,63,-2,0.6,0,2.8,6,0,6,0,0,5.3,1065712,0,-1,0,1,1395,1964,0,0,274,Southampton,West Ham,Arsenal,Brighton,Leicester,3.4,4.8,4.5,4.3,4,4.2,5.4,3.6,4.1,4.9,4.9,5.5,4.7,4.1,4.6,4.4,4.3,3.8,43.8
Cheikhou,Kouyate,MID,CRY,5000000,2,48,2.5,5E-07,9.6E-06,0,81788,0,29,0,0,0,1,0,9.6,1071,0,0,48,0,0.4,0,2,2,0,3,0,0,0.4,81699,0,-1,0,0,1682,132,0,0,245,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,2.3,1.8,1.8,2.5,1.9,2.2,1.6,2.4,1.5,1.9,2.1,1.5,1.5,1.7,2.5,1.6,1.8,1.2,49.9
Mateo,Kovacic,MID,CHE,5300000,3,29,1.9,3.58490566037736E-07,5.47169811320755E-06,0,36800,2,15,0,0,0,0,0,5.5,222,-2,0,29,2,0.4,0,2,0,0,4,0,1,0.2,28257,0,-1,0,0,918,176,0,0,168,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,1.6,1.1,1.8,1.5,1,1,1.1,1.3,1,1.4,1,1.3,1,1.3,1,1,1,1,40.5
Emil,Krafth,DEF,NEW,4200000,0,7,0.35,8.33333333333333E-08,1.66666666666667E-06,0,6436,1,12,0,0,0,0,0,1.7,74,-3,0,7,3,0,0,0.2,0,0,0,0,1,0.1,2696,0,-1,0,0,377,21,0,0,58,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.8
Filip,Krovinovic,MID,WBA,4900000,0,17,1.5,3.06122448979592E-07,3.46938775510204E-06,0,1609,0,11,0,0,0,0,0,3.5,44,-1,0,17,1,0,0,0,0,0,1,0,0,0,1547,0,-1,0,0,541,0,0,0,97,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8
Alexandre,Lacazette,FWD,ARS,8300000,11,73,4.3,5.18072289156626E-07,8.79518072289157E-06,0,714829,2,9,0,0,0,8,0,8.8,14543,-2,0,73,2,0.8,0,6.8,11,0,5,0,1,7.4,942203,0,-1,0,2,1121,109038,0,0,263,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,4.2,4.7,4.5,4.1,3.9,5.3,4.8,3.9,4.5,4.8,5.8,4.9,4.1,5.8,5.2,4.5,5.7,4.7,113.6
Adam,Lallana,MID,BHA,6200000,0,27,1.35,2.17741935483871E-07,4.35483870967742E-06,0,83279,0,8,0,0,0,0,0,4.4,148,-3,0,27,3,0,0,0.2,0,0,3,0,1,0.3,14386,0,-1,0,0,764,36,0,0,117,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0.7,0.7,0.9,0.7,0.7,0.9,0.7,0.7,0.8,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,40
Erik,Lamela,MID,TOT,5700000,1,11,0.578947368421053,1.01569713758079E-07,1.92982456140351E-06,0,20795,1,7,0,0,0,0,0,1.9,70,-3,0,11,3,0.1,0,0.5,0,0,0,0,1,0.1,10484,0,-1,0,0,253,42,0,0,36,Brighton,Chelsea,West Brom,Man City,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,15.7
Tariq,Lamptey,DEF,BHA,4700000,0,35,1.75,3.72340425531915E-07,7.4468085106383E-06,0,1217067,2,15,0,0,0,1,0,7.4,12827,2,0,35,-2,0,0,0,2,0,2,0,3,3.4,1219673,0,-1,0,0,887,108,0,1,156,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,1.7,1.1,0.9,1,1.7,0.9,1.1,1.2,0.9,1.7,1.4,2.2,1.7,46.7
Daniel,Langley,GLK,NEW,4000000,0,0,0,0,0,0,4009,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8552,0,-1,0,0,0,121,0,0,0,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri,Lansbury,MID,AVL,4300000,0,0,0,0,0,0,19019,0,0,0,0,0,0,0,0,100,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6231,0,-1,0,0,0,0,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6400000,0,19,0.95,1.484375E-07,2.96875E-06,0,13530,1,3,0,0,0,1,0,3,301,-1,0,19,1,0.2,0,1,0,0,0,0,1,0.1,12439,0,-1,0,0,310,82,0,0,68,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.6
Aymeric,Laporte,DEF,MCI,6000000,1,13,0.684210526315789,1.14035087719298E-07,2.16666666666667E-06,0,354039,1,4,0,0,0,0,0,2.2,1268,0,0,13,0,0,0,0.2,2,0,1,0,0,2.1,143519,0,-1,0,0,398,1075,0,0,69,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,10.7
Jamaal,Lascelles,DEF,NEW,4200000,1,16,1.5,3.57142857142857E-07,3.80952380952381E-06,0,276398,2,20,0,0,0,0,0,3.8,1080,-3,0,16,3,0.1,0,0.3,0,0,1,0,0,0.8,87933,0,-1,0,0,942,631,0,0,119,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.8,1.3,0.9,0.8,1.3,1.5,1.2,1.2,0.9,0.8,0.9,1.2,1.1,1.1,1,1.9,1,1.1,28.9
Maxime,Le Marchand,DEF,FUL,4200000,0,1,0.0526315789473684,1.2531328320802E-08,2.38095238095238E-07,0,12382,2,1,0,0,0,0,0,0.2,49,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,3249,0,-1,0,0,122,14,0,0,12,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Florian,Lejeune,DEF,NEW,4300000,0,0,0,0,0,0,2680,0,0,0,0,0,0,0,0,11,-2,0,0,2,0,0,0,0,0,0,0,0,0,382,0,-1,0,0,0,0,0,0,0,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,3985,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,-1,0,0,0,0,0,0,0,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,FUL,4500000,1,15,0.789473684210526,1.75438596491228E-07,3.33333333333333E-06,0,76755,1,9,0,0,0,0,0,3.3,412,0,0,15,0,0.1,0,0.5,0,0,0,0,0,0.2,12782,0,-1,0,0,487,42,0,0,74,West Brom,Leicester,West Ham,Everton,Sheffield United,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,16.9
Bernd,Leno,GLK,ARS,5000000,3,82,4.1,8.2E-07,1.64E-05,0,721499,0,20,0,48,0,0,0,16.4,14490,0,0,82,0,1.1,0,5.5,6,0,7,0,0,9.1,764505,0,-1,1,2,1800,11879,0,0,382,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,4.6,5.5,5.4,3.5,5.5,5.2,4.7,3.6,5.4,5.3,4.7,5,3.4,4.1,4.8,4.3,5,4,41.1
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,-1,0,0,0,168,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Lewis,DEF,NEW,4200000,1,26,1.5,3.57142857142857E-07,6.19047619047619E-06,0,414408,4,27,0,0,0,0,0,6.2,3745,-3,0,26,3,0.2,0,0.7,1,0,2,0,0,1.4,375715,0,-1,0,0,1287,1172,0,0,164,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.8,1.3,0.9,0.8,1.3,1.5,1.2,1.2,0.9,0.8,0.9,1.2,1.1,1.1,1,1.9,1,1.1,36.1
Victor,Lindelof,DEF,MUN,4800000,0,49,3.5,7.29166666666667E-07,1.02083333333333E-05,0,203500,0,16,0,0,0,1,0,10.2,2191,-2,0,49,2,0.3,0,1.2,1,0,4,0,1,1.2,145189,0,-1,0,0,1235,762,0,0,250,Arsenal,Southampton,Everton,West Brom,Newcastle,4.6,3.1,2.6,4.6,3,3.4,4.7,3.9,4,3.1,3.9,3.3,3.8,4.2,4.4,3.1,4,4.6,38.2
Jesse,Lingard,MID,MUN,5900000,0,0,0,0,0,0,16340,0,0,0,0,0,0,0,0,131,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6503,0,-1,0,0,0,431,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Livermore,MID,WBA,4700000,2,18,0.9,1.91489361702128E-07,3.82978723404255E-06,0,14239,2,30,0,0,0,0,0,3.8,74,-3,0,18,3,0.3,0,1.5,0,0,1,0,0,0.1,5027,1,-1,0,0,1030,47,0,1,80,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.8
Diego,Llorente,DEF,LEE,4400000,1,1,0.0526315789473684,1.19617224880383E-08,2.27272727272727E-07,0,3789,1,3,0,0,0,0,0,0.2,75,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,3696,0,-1,0,0,90,18,0,0,14,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Hugo,Lloris,GLK,TOT,5600000,2,81,4.3,7.67857142857143E-07,1.44642857142857E-05,0,500720,0,20,0,64,0,0,0,14.5,8945,1,0,81,-1,0.7,0,3.8,9,0,6,0,0,7.2,592853,0,-1,0,0,1710,7134,0,0,368,Brighton,Chelsea,West Brom,Man City,West Ham,5.2,4.2,5.1,5.7,5.8,4.5,5.5,6,4.3,4.4,5,5,0,4.6,5,5.7,5.1,5.5,46.2
Giovani,Lo Celso,MID,TOT,6900000,0,20,1.05263157894737,1.5255530129672E-07,2.89855072463768E-06,0,45413,3,4,0,0,0,1,0,2.9,153,-1,0,20,1,0,0,0,0,0,2,0,1,0.4,13331,0,-1,0,0,433,14,0,0,71,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0,0.7,0.5,0.5,0.5,0.5,32.7
Ruben,Loftus-Cheek,MID,FUL,5900000,3,35,1.84210526315789,3.12221231043711E-07,5.93220338983051E-06,0,24904,1,9,0,0,0,1,0,5.9,328,-1,0,35,1,0.3,0,1.8,0,0,6,0,0,0.2,19364,0,-1,0,0,932,228,0,0,93,West Brom,Leicester,West Ham,Everton,Sheffield United,1.5,0.9,1.1,1.3,1.8,0.9,0.9,0.9,1,0.9,1.3,1.1,0,1.1,1.5,1,1,1.4,44.4
Andy,Lonergan,GLK,WBA,4000000,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,-1,0,0,0,349,0,0,0,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4300000,0,11,0.578947368421053,1.34638922888617E-07,2.55813953488372E-06,0,18988,2,12,0,0,0,0,0,2.6,140,-2,0,11,2,0,0,0,1,0,1,0,0,0.2,11569,0,-1,0,0,540,75,0,0,76,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.2
Shane,Long,FWD,SOU,5100000,0,12,0.631578947368421,1.23839009287926E-07,2.35294117647059E-06,0,119039,0,6,0,0,0,0,0,2.4,1342,-4,0,12,4,0.1,0,0.3,0,0,1,0,0,0.6,56122,0,-1,0,0,201,997,0,0,21,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0,0.3,0.3,0.3,0.3,0.3,3.4
Nigel,Lonwijk,DEF,WOL,4000000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,-1,0,0,0,120,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,MID,FUL,5000000,3,58,3.6,7.2E-07,1.16E-05,0,157791,3,15,0,0,0,3,0,11.6,9662,0,0,58,0,0.8,1,3.8,5,0,4,0,3,1.3,253219,0,-1,0,0,1300,4985,0,0,185,West Brom,Leicester,West Ham,Everton,Sheffield United,4,2.7,3.2,3.7,4.8,2.7,2.4,2.8,3.1,2.7,3.7,3.4,0,3.2,4,3,3,3.9,120.7
Jonas,Lossl,GLK,EVE,4300000,0,0,0,0,0,0,8767,0,0,0,0,0,0,0,0,49,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3141,0,-1,0,0,0,33,0,0,0,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Lowe,DEF,SHU,4300000,0,7,0.35,8.13953488372093E-08,1.62790697674419E-06,0,5561,1,8,0,0,0,0,0,1.6,41,-2,0,7,2,0,0,0,0,0,0,0,0,0.1,2398,0,-1,0,0,413,16,0,0,29,Man City,West Brom,Chelsea,West Ham,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.4
Matthew,Lowton,DEF,BUR,4400000,1,50,3.3,7.5E-07,1.13636363636364E-05,0,83168,2,16,0,0,0,0,0,11.4,6654,-1,0,50,1,0.6,0,2.8,2,0,6,0,0,1.6,190500,0,-1,0,0,1350,3797,0,0,230,Chelsea,Man City,Brighton,Crystal Palace,West Brom,2.8,4.7,3.1,3.4,3.8,3.3,3.6,3.1,3.2,2.5,3,4.1,4,3.9,3.9,2.7,4.2,3.2,32.9
,Lucas Moura,MID,TOT,6700000,0,24,1.26315789473684,1.885310290652E-07,3.58208955223881E-06,0,184239,0,7,0,0,0,1,0,3.6,505,-3,0,24,3,0.1,0,0.5,1,0,1,0,0,1.1,81053,0,-1,0,0,459,136,0,0,60,Brighton,Chelsea,West Brom,Man City,West Ham,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.8,0,0.9,0.7,0.6,0.6,0.6,25.6
John,Lundstram,MID,SHU,4900000,6,26,1.7,3.46938775510204E-07,5.30612244897959E-06,0,734120,5,18,0,0,0,0,0,5.3,934,-6,0,26,6,0.5,1,2.5,2,0,2,0,2,1.5,41990,0,-1,0,0,1035,210,0,1,127,Man City,West Brom,Chelsea,West Ham,Fulham,0.8,1.2,1,0.9,1,0.8,1.2,0.9,0.8,1.1,0.8,0.9,1,0.9,1,1.1,1.1,1.3,60.1
Alexis,Mac Allister,MID,BHA,5300000,2,24,1.2,2.26415094339623E-07,4.52830188679245E-06,0,5861,1,3,0,0,0,1,0,4.5,99,-2,0,24,2,0.5,0,2.5,3,0,2,0,1,0,3145,0,-1,0,0,360,15,0,0,75,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,20.8
Matt,Macey,GLK,ARS,4000000,0,0,0,0,0,0,112734,0,0,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,0,0,0,0,1.4,171821,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,MID,LEI,7200000,2,84,4.7,6.52777777777778E-07,1.16666666666667E-05,0,740036,3,14,0,0,0,6,0,11.7,33852,2,0,84,-2,1,0,7.2,7,0,7,0,4,12.7,1547091,0,-1,0,2,1201,87359,0,0,283,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,4.3,5.5,5.1,3.8,4.5,4,5.8,6.1,6.1,3.9,5,5.2,4.6,4.9,5.4,4.9,5.1,3.8,122
Harry,Maguire,DEF,MUN,5400000,8,69,3.5,6.48148148148148E-07,1.27777777777778E-05,0,356944,4,27,0,0,0,2,0,12.8,9356,-1,0,69,1,0.9,0,4.8,4,0,6,0,1,4.9,409838,0,-1,0,1,1800,11620,0,0,368,Arsenal,Southampton,Everton,West Brom,Newcastle,4.6,3.1,2.6,4.6,3,3.4,4.7,3.9,4,3.1,3.9,3.3,3.8,4.2,4.4,3.1,4,4.6,77.1
Riyad,Mahrez,MID,MCI,8100000,12,70,3.68421052631579,4.54840805717999E-07,8.64197530864198E-06,0,1475464,0,10,0,0,0,5,0,8.6,6151,-4,0,70,4,0.4,0,3.4,7,0,7,0,2,3.5,1530233,0,-1,0,2,942,24220,0,0,242,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,5.1,3.8,2.2,3.1,3.2,3.5,2.8,3.3,4.1,2.9,3.4,2.6,0,2.5,3.8,3.5,3.5,3.5,118.3
Ainsley,Maitland-Niles,DEF,ARS,4600000,0,26,1.3,2.82608695652174E-07,5.65217391304348E-06,0,152268,0,6,0,0,0,0,0,5.7,992,-4,0,26,4,0.4,0,1.8,1,0,2,0,1,0.7,58007,0,-1,0,0,485,174,0,0,110,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0.8,1.1,1,0.6,1.4,0.9,0.8,0.6,1,0.9,0.8,0.9,0.6,0.6,0.8,0.7,0.9,0.6,14.3
