FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.421052631578947,1.10803324099723E-07,2.10526315789474E-06,0,675287,0,5,0,0,0,1,0,2.1,8722,-2,0,8,2,0,0,0,0,0,0,0,0,4.4,889037,0,-1,0,0,180,15196,0,0,35,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
,Ederson,GLK,MCI,6000000,6,82,4.6,7.66666666666667E-07,1.36666666666667E-05,0,433108,1,12,0,31,0,0,0,13.7,9120,0,0,82,0,0.8,0,5,1,0,11,0,0,7.6,568018,0,-1,0,0,1620,32510,0,0,345,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,5.7,4.9,5.6,5,5.9,6.4,6.1,5.7,6.7,5.4,4.8,5.7,0,5.1,5.3,4.2,5,4.7,26.8
Kyle,Edwards,MID,WBA,4700000,0,5,0.25,5.31914893617021E-08,1.06382978723404E-06,0,2630,0,3,0,0,0,0,0,1.1,28,-3,0,5,3,0,0,0,0,0,0,0,0,0,911,0,-1,0,0,114,8,0,0,15,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,0,22,1.2,2.5531914893617E-07,4.68085106382979E-06,0,930219,5,31,0,0,0,0,0,4.7,1780,-3,0,22,3,0.4,0,2,1,0,1,0,0,1.9,36785,0,-1,0,0,1541,83,0,1,200,Man City,West Brom,Chelsea,West Ham,Fulham,1.1,0.8,0.6,0.8,0.8,0.9,0.6,0.7,0.8,0.6,0.7,0.8,0.6,0.6,0.9,0.6,0.6,0.7,37.1
Anwar,El Ghazi,MID,AVL,5800000,1,50,2.77777777777778,4.78927203065134E-07,8.62068965517241E-06,0,329594,1,5,0,0,0,5,0,8.6,57632,-2,0,50,2,0.2,0,1.2,6,0,3,0,0,2.6,504721,0,-1,0,1,517,584,0,0,165,Southampton,West Ham,Arsenal,Brighton,Leicester,2,2.1,1.8,2.5,1.7,2.5,2.4,2.5,3.2,2.4,1.6,1.8,2.5,2.6,1.6,1.8,2.1,2.2,80.2
Ahmed,El Mohamady,DEF,AVL,4300000,0,12,0.666666666666667,1.55038759689922E-07,2.7906976744186E-06,0,39902,0,0,0,0,0,0,0,2.8,508,-2,0,12,2,0,0,0,2,0,1,0,0,0.3,25451,0,-1,0,1,129,124,0,0,43,Southampton,West Ham,Arsenal,Brighton,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,12.2
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,19670,0,0,0,0,0,0,0,0,129,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,0,0,0,0,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4300000,1,23,1.15,2.67441860465116E-07,5.34883720930233E-06,0,241216,2,12,0,0,0,0,0,5.3,4434,-2,1,23,2,0.1,0,0.5,0,0,3,0,0,1.1,256585,0,-1,0,0,908,1964,-1,0,140,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,20.8
,Emerson,DEF,CHE,4700000,0,7,0.35,7.4468085106383E-08,1.48936170212766E-06,0,17476,0,0,0,0,0,0,0,1.5,118,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,8923,0,-1,0,0,88,57,0,0,24,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18453,0,0,0,0,0,0,0,0,53,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11369,0,-1,0,0,0,54,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,2,53,3.3,6E-07,9.63636363636364E-06,0,48851,5,16,0,0,0,0,0,9.6,4767,0,0,53,0,0.8,0,4.5,5,0,6,0,1,0.7,76621,1,-1,0,0,1415,2019,0,0,281,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,4.1,4.2,3.9,4,3.3,3.6,3.1,3.4,4.4,4,3.5,3.8,2.7,2.7,4.3,3.1,2.6,35.1
Eberechi,Eze,MID,CRY,5800000,2,54,2.7,4.6551724137931E-07,9.31034482758621E-06,0,144169,2,30,0,0,0,2,0,9.3,5118,-2,0,54,2,0.5,0,3,5,0,1,0,3,0.8,153151,0,-1,0,1,1228,810,0,0,220,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,2.6,2.1,2.1,2.8,2.1,2.5,1.8,2.6,1.7,2.2,2.4,1.7,1.7,1.9,2.8,1.9,2,1.4,77.8
Lukasz,Fabianski,GLK,WHU,5100000,1,80,4.2,8.23529411764706E-07,1.56862745098039E-05,0,349779,1,24,0,54,0,0,0,15.7,10442,1,0,80,-1,0.4,0,2.2,9,0,6,0,0,3.9,470768,0,-1,1,1,1710,2053,0,0,357,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,5.7,5.3,5.4,4.8,4.1,5.3,3.9,5.7,5.1,5.4,4.6,4,4.4,4.6,3.9,4.7,5.6,4.5,39.9
,Fabinho,MID,LIV,5400000,0,40,2.4,4.44444444444444E-07,7.40740740740741E-06,0,165719,4,18,0,0,0,0,0,7.4,2582,-1,0,40,1,0.3,0,1.4,2,0,6,0,1,1,104577,0,-1,0,0,1472,367,0,0,264,West Ham,Brighton,Man City,Leicester,Everton,0,1.9,1.5,1.5,1.7,2.5,2,1.6,1.9,1.7,1.4,1.8,2.2,1.5,2.1,2.1,2.1,1.8,38.9
,Fabio Silva,FWD,WOL,5200000,0,29,2.1,4.03846153846154E-07,5.57692307692308E-06,0,185333,2,18,0,0,0,2,0,5.6,10137,-3,0,29,3,0.5,0,2.5,2,0,0,0,0,1.6,201528,0,-1,0,0,688,5313,0,0,79,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,1.8,1.4,1.5,1.2,1.5,1.8,1.2,1.9,1,1.5,1.6,2.2,1.6,2,1.8,1.5,1.6,1.6,48.9
,Fabri,GLK,FUL,4000000,0,0,0,0,0,0,76009,0,0,0,0,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,1.4,47291,0,-1,0,0,0,254,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35058,0,0,0,0,0,0,0,0.3,15,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,0,0,0,8,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3900000,0,0,0,0,0,0,115455,0,0,0,0,0,0,0,0,647,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,36395,0,-1,0,0,0,175,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11400000,2,142,7.1,6.2280701754386E-07,1.24561403508772E-05,0,1817041,4,22,0,0,0,11,0,12.5,64716,9,-1,142,-9,0.4,1,4.4,22,0,6,0,9,56.6,4800739,0,-1,0,6,1655,44376,1,0,514,Arsenal,Southampton,Everton,West Brom,Newcastle,9.5,9,8,10.2,9.1,9.3,7.2,8,8.2,8.5,9.2,8.9,9.9,7.1,8.3,7,8.8,9.2,234.8
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,7542,0,0,0,0,0,0,0,0,51,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3053,0,-1,0,0,0,25,0,0,0,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,0,34,2.1,4.46808510638298E-07,7.23404255319149E-06,0,156194,2,26,0,0,0,0,0,7.2,4320,-3,0,34,3,0.4,0,2,4,0,3,0,0,0.7,96240,1,-1,0,0,1381,22,0,0,252,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0,0,0,2.4,2,2,1.6,1.4,1.5,2.1,1.9,1.9,1.7,3,1.7,1.9,40
,Fernandinho,DEF,MCI,5400000,0,19,1,1.85185185185185E-07,3.51851851851852E-06,0,102722,1,3,0,0,0,0,0,3.5,1143,-1,0,19,1,0.3,0,1.4,0,0,2,0,0,0.7,55087,0,-1,0,0,427,462,0,0,94,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0.5,0.5,0.5,0.5,0.6,0.7,0.6,0.5,0.8,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,13.6
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-1,0,0,0,7,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,0.15,3.125E-08,6.25E-07,0,2287,0,2,0,0,0,0,0,0.6,34,-2,0,3,2,0,0,0,0,0,0,0,0,0,885,0,-1,0,0,61,6,0,0,16,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2
Roberto,Firmino,FWD,LIV,9300000,7,80,4,4.3010752688172E-07,8.60215053763441E-06,0,590373,1,21,0,0,0,6,0,8.6,12630,-2,0,80,2,0.3,0,2.8,10,0,6,0,3,5.2,631950,0,-1,0,1,1596,75609,0,0,332,West Ham,Brighton,Man City,Leicester,Everton,3.6,4.7,4,4.3,4.1,4.9,4.9,3.8,4.1,4,3.9,4.4,5.4,4.5,4.5,5.1,3.9,5.7,156.6
John,Fleck,MID,SHU,5600000,5,35,2.5,4.46428571428571E-07,6.25E-06,0,39151,1,20,0,0,0,0,0,6.2,157,-4,0,35,4,0.7,0,3.8,1,0,1,0,3,0.1,9717,0,-1,0,0,1054,224,0,0,173,Man City,West Brom,Chelsea,West Ham,Fulham,1.2,2.2,2,1.7,2,1.5,2.2,1.7,1.5,2,1.6,1.8,2,1.7,1.9,2.1,2,2.4,52.5
Phil,Foden,MID,MCI,6300000,1,64,3.36842105263158,5.34670008354219E-07,1.01587301587302E-05,0,1328964,0,6,0,0,0,4,0,10.2,121753,-2,0,64,2,1,0,6,8,0,4,0,3,10.8,1819005,0,-1,0,2,839,25882,0,0,220,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,4.6,3.3,1.9,2.6,2.8,3.1,2.4,2.9,3.6,2.5,3,2.2,0,2.1,3.3,3,3.1,3.1,99.6
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,7552,0,0,0,0,0,0,0,0,48,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2165,0,-1,0,0,0,34,0,0,0,Man City,West Brom,Chelsea,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,2,48,3.2,6.4E-07,9.6E-06,0,70069,4,14,0,0,0,0,0,9.6,1764,0,0,48,0,0.5,0,2.5,4,0,5,0,1,0.8,118426,0,-1,0,1,1312,3543,0,0,275,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,2.3,3.9,4.1,3.7,3.9,3.2,3.4,3,3.3,4.3,3.9,3.4,3.6,2.6,2.6,4.2,2.9,2.5,42
Pablo,Fornals,MID,WHU,6000000,2,73,3.8,6.33333333333333E-07,1.21666666666667E-05,0,244783,2,17,0,0,0,2,0,12.2,4029,-5,1,73,5,0.6,0,3.5,7,0,7,0,5,0.8,272846,0,-1,0,0,1470,294,-1,0,213,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,3,3,3.8,5.1,3,2.4,3.4,3.3,3.2,3.5,2.9,3.9,3.7,4.3,3.5,4,4.4,4,75.8
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,1904,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,381,0,-1,0,0,0,9,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,6,0.315789473684211,7.89473684210526E-08,1.5E-06,0,191433,0,0,0,1,0,0,0,1.5,6381,0,0,6,0,0.5,0,2,0,0,1,0,0,6.2,579094,0,-1,0,0,90,15001,0,0,24,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,1.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,9729,1,2,0,0,0,0,0,0,104,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,0,0,0,17,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9577,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,0,0,0,0,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,2,20,1,1.78571428571429E-07,3.57142857142857E-06,0,77531,0,10,0,0,0,0,0,3.6,114,-4,0,20,4,0,0,0.2,0,0,1,0,3,0.2,15841,0,-1,0,0,410,40,0,1,60,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,19.9
,Fred,MID,MUN,5300000,0,28,2,3.77358490566038E-07,5.28301886792453E-06,0,23705,3,13,0,0,0,0,0,5.3,505,-2,0,28,2,0.3,0,1.4,0,0,5,0,0,0.2,20515,0,-1,0,0,1092,158,0,0,177,Arsenal,Southampton,Everton,West Brom,Newcastle,1.5,1.3,1.1,1.8,1.4,1.4,1,1.1,1.1,1.2,1.4,1.5,1.6,1,1.1,1,1.3,1.4,43.4
Ryan,Fredericks,DEF,WHU,4200000,1,12,0.6,1.42857142857143E-07,2.85714285714286E-06,0,51022,2,5,0,0,0,0,0,2.9,382,-3,0,12,3,0,0,0.2,0,0,1,0,1,0.2,19238,0,-1,0,0,328,282,0,0,72,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,27.1
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,0,0,0,0,Man City,West Brom,Chelsea,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,1.2,2.66666666666667E-07,5.33333333333333E-06,0,37864,4,9,0,0,0,0,0,5.3,565,0,0,24,0,0,0,0,2,0,3,0,0,0.2,42371,0,-1,0,0,701,132,0,0,112,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0.6,0.9,0.9,0.8,0.9,0.6,0.7,0.6,0.7,1.3,0.9,0.7,0.8,0.6,0.6,1,0.6,0.6,19.2
Darnell,Furlong,DEF,WBA,4500000,0,40,2.1,4.66666666666667E-07,8.88888888888889E-06,0,39314,2,40,0,0,0,1,0,8.9,1239,0,0,40,0,0.1,0,0.5,2,0,2,0,2,0.3,47768,1,-1,0,0,1536,1276,0,0,222,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,2,1.7,1.7,1.7,1.7,1.4,1.4,1.8,1.2,1.5,1.4,1.9,2.1,2.2,2.2,2.1,1.9,1.7,61.8
,Gabriel,DEF,ARS,5000000,0,47,3.9,7.8E-07,9.4E-06,0,1129398,1,13,0,0,0,2,0,9.4,6256,0,0,47,0,0,0,0,6,0,3,0,0,5.1,1016647,0,-1,0,1,1051,524,0,1,224,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,4.3,5.2,5.1,3.2,5.2,4.8,4.4,3.4,5.1,4.9,4.4,4.7,3.1,3.8,4.5,4,4.6,3.7,46
Conor,Gallagher,MID,WBA,5500000,0,37,2.6,4.72727272727273E-07,6.72727272727273E-06,0,15552,6,27,0,0,0,2,0,6.7,310,0,0,37,0,0.1,0,0.5,3,0,2,0,0,0.1,17687,0,-1,0,0,1249,111,0,0,173,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,2.1,3,2,1.3,2.6,1.9,2.3,1.7,1.8,2,2.1,2,1.7,2.1,2.1,1.5,1.8,2.3,53.2
Eric,Garcia,DEF,MCI,4700000,0,3,0.157894736842105,3.35946248600224E-08,6.38297872340426E-07,0,24060,0,6,0,0,0,0,0,0.6,119,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,10356,0,-1,0,0,200,154,0,0,35,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,6
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,6744,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,0,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,1,13,0.65,1.10169491525424E-07,2.20338983050847E-06,0,6268,0,3,0,0,0,1,0,2.2,152,-1,0,13,1,0.1,0,0.3,3,0,0,0,0,0,5461,0,-1,0,0,82,73,0,0,42,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.4
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,17984,0,0,0,0,0,0,0,0,125,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4926,0,-1,0,0,0,50,0,0,0,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,-1,0,0,0,13,0,0,0,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,WBA,4300000,0,4,0.2,4.65116279069767E-08,9.30232558139535E-07,0,50682,1,23,0,0,0,0,0,0.9,249,-2,0,4,2,0.1,0,0.5,0,0,0,0,0,0.2,9654,0,-1,0,0,720,208,0,1,94,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.2
Morgan,Gibbs-White,MID,WOL,4900000,0,3,0.15,3.06122448979592E-08,6.12244897959184E-07,0,785,0,1,0,0,0,0,0,0.6,33,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0,610,0,-1,0,0,93,16,0,0,15,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Ben,Gibson,DEF,BUR,3900000,0,0,0,0,0,0,18843,0,0,0,0,0,0,0,0,94,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6239,0,-1,0,0,0,0,0,0,0,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Gillespie,GLK,NEW,4300000,0,0,0,0,0,0,5499,0,0,0,0,0,0,0,0,41,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2357,0,-1,0,0,0,17,0,0,0,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Gilmour,MID,CHE,4400000,0,2,0.1,2.27272727272727E-08,4.54545454545455E-07,0,14388,0,0,0,0,0,0,0,0.5,399,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,9535,0,-1,0,0,34,104,0,0,10,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Olivier,Giroud,FWD,CHE,6700000,2,31,1.55,2.3134328358209E-07,4.62686567164179E-06,0,228129,1,4,0,0,0,3,0,4.6,4896,-3,0,31,3,0.1,0,1,3,0,2,0,0,1.4,217126,0,-1,0,1,506,7942,0,0,100,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0.9,1,1.2,1.3,0.8,0.9,0.9,1,0.9,1.2,1.2,1.1,0.8,1.1,0.8,0.8,0.9,0.8,53.4
Ben,Godfrey,DEF,EVE,5000000,2,31,2.6,5.2E-07,6.2E-06,0,25184,3,11,0,0,0,0,0,6.2,661,0,0,31,0,0.3,0,1.7,1,0,3,0,0,0.2,38421,0,-1,0,0,1049,637,0,0,181,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,1.8,2.4,3.2,2.6,2.9,1.9,2.1,2,3.1,2.6,2.5,1.7,3.1,2.4,2.9,2.1,2.9,3.5,25.3
Joseph,Gomez,DEF,LIV,5200000,0,10,1.4,2.69230769230769E-07,1.92307692307692E-06,0,372729,0,14,0,0,0,0,0,1.9,440,-3,0,10,3,0,0,0,0,0,0,0,0,1.1,109197,0,-1,0,0,589,21,0,0,94,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0.7,1.1,1.1,0.8,1.1,1.1,0.7,0.8,1.1,0.8,1.1,0.8,1.2,12.5
Mace,Goodridge,MID,BUR,4500000,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,-1,0,0,0,11,0,0,0,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,MID,EVE,4300000,0,3,0.166666666666667,3.87596899224806E-08,6.97674418604651E-07,0,119430,0,0,0,0,0,0,0,0.7,2889,-2,0,3,2,0,0,0,0,0,0,0,0,0.7,111871,0,-1,0,0,87,267,0,0,11,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Karlan,Grant,FWD,WBA,5800000,2,31,2.4,4.13793103448276E-07,5.3448275862069E-06,0,11343,1,20,0,0,0,1,0,5.3,114,-2,0,31,2,0.1,0,0.5,3,0,3,0,0,0,12240,0,-1,0,0,920,431,0,0,76,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,2.1,2.5,2.1,1.7,1.9,2,2.4,2.5,1.7,1.8,1.9,2.2,1.8,1.9,2,2,1.6,2.2,37.3
Lee,Grant,GLK,MUN,4000000,0,0,0,0,0,0,3781,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7318,0,-1,0,0,0,139,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarai,Gray,MID,LEI,5200000,0,1,0.05,9.61538461538462E-09,1.92307692307692E-07,0,13460,0,0,0,0,0,0,0,0.2,56,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2703,0,-1,0,0,18,20,0,0,3,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Jack,Grealish,MID,AVL,7700000,8,113,6.3,8.18181818181818E-07,1.46753246753247E-05,0,2819819,4,21,0,0,0,6,0,14.7,53464,7,0,113,-7,0.8,0,5.8,12,0,9,0,10,37.6,4751999,0,-1,0,2,1617,65798,0,0,440,Southampton,West Ham,Arsenal,Brighton,Leicester,7.2,7.2,6.7,8.3,6.3,8.1,8,8.2,8.4,7.9,6,6.5,8.1,8.3,5.9,6.5,7.4,7.6,224.4
Mason,Greenwood,MID,MUN,7000000,2,29,1.45,2.07142857142857E-07,4.14285714285714E-06,0,704409,1,15,0,0,0,1,0,4.1,2103,-5,0,29,5,0.2,0,1.2,0,0,2,0,0,1.9,317764,0,-1,0,0,778,623,0,0,88,Arsenal,Southampton,Everton,West Brom,Newcastle,0.8,0.8,0.7,1.1,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.7,0.7,0.7,0.7,0.8,41.1
Kamil,Grosicki,MID,WBA,5300000,0,8,0.4,7.54716981132075E-08,1.50943396226415E-06,0,7449,0,5,0,0,0,0,0,1.5,39,-2,0,8,2,0.3,0,1.8,0,0,0,0,1,0,838,0,-1,0,0,147,17,0,0,29,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
